Country Name,CountryID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Greece,77,19515.78932,20981.01394,22615.93565,23868.52441,25446.38326,25577.52408,28523.24233,29286.87291,30856.01183,30359.9253,28175.85552,26141.31959,25284.46408,26097.8719,26838.45523,26697.2485,26764.96161,27809.39996
Grenada,78,7650.044921,7648.712433,8013.328394,8922.588015,9083.643603,10590.16818,10448.24259,11347.13349,11640.86452,10915.06759,10951.88411,11220.82837,11252.02342,11655.40746,12681.81387,13585.50464,14200.00719,14924.10194
Greenland,,,,,,,,,,,,,,,,,,,
Guatemala,80,4811.825621,4920.475036,5068.519243,5176.763606,5359.66911,5582.008758,5926.81529,6324.938786,6515.057583,6456.221896,6578.247295,6844.49564,7026.193874,7249.278756,7529.392068,7765.757271,7946.677688,8150.262204
Guam,,,,,,,,,,,,,,,,,,,
Guyana,83,3584.189022,3753.523279,3853.14096,3890.608192,4130.392832,4183.794746,4541.680375,5001.414662,5211.157857,5441.775599,5729.563121,6130.837616,6538.376581,6930.287694,7275.073685,7535.976471,7836.379176,8162.60154
High income,,27229.87128,28096.04973,28949.2553,29939.06501,31627.10437,33186.39735,35325.29668,37057.11952,37972.19213,36929.77799,38354.58008,39921.97995,41004.23087,42383.1442,43570.05855,44718.32709,45789.09313,47400.14687
"Hong Kong SAR, China",,26962.55949,27528.05999,28288.14003,29792.79155,33016.75237,36437.42763,39940.80339,43280.92647,44800.17398,43935.65834,47134.55565,50085.95933,51306.33284,53536.25338,55610.52343,57068.04043,58681.61806,61540.15831
Honduras,85,2638.272292,2701.980361,2775.91144,2888.183786,3078.01306,3291.9321,3535.360191,3770.76575,3923.597021,3779.318967,3890.851407,4046.076252,4213.02445,4323.244467,4457.449578,4599.650144,4752.484848,4986.23136
Heavily indebted poor countries (HIPC),,1138.033419,1181.878442,1206.185645,1250.224696,1318.709359,1405.698159,1494.936183,1594.616082,1677.448302,1716.136684,1786.866235,1861.851773,1952.307257,2042.977009,2137.351899,2209.715002,2279.486631,2381.363992
Croatia,52,10753.2483,11309.03421,12283.73116,13121.62137,14092.59645,14859.36027,16927.22658,18775.01808,20246.98942,19447.29459,19239.74862,20750.44332,21162.99556,21779.98399,22057.00553,22723.61426,23710.40909,25264.43818
Haiti,84,1378.692051,1372.370079,1367.567255,1377.794774,1344.445919,1390.757782,1442.976901,1507.289069,1526.169509,1561.387409,1471.648649,1562.278874,1614.025896,1686.171533,1741.18434,1758.33446,1783.94019,1814.943236
Hungary,86,11876.08117,13241.99662,14549.58618,15467.23972,16251.38085,17081.77434,18300.32567,19026.83973,20678.67991,20648.05514,21555.85911,22841.21034,23094.47333,24463.19947,25524.71762,26147.53737,26700.75608,28375.37267
IBRD only,,4384.130037,4598.887425,4823.68045,5152.025942,5649.090703,6209.942483,6946.600186,7705.580346,8328.579868,8585.71828,9290.699748,10067.02897,10680.34422,11279.10775,11879.75756,12350.29247,12956.69606,13746.46845
IDA & IBRD total,,3791.152239,3967.636,4146.6726,4415.740116,4840.6404,5299.591649,5897.549948,6509.319059,7003.455444,7206.982239,7761.156094,8367.250836,8846.282379,9319.070528,9793.639785,10149.80067,10602.99293,11208.93982
IDA total,,1643.15495,1709.392082,1753.799416,1845.815207,2058.000485,2203.761524,2371.363964,2536.07832,2655.458545,2742.810353,2869.559655,2990.232157,3116.892136,3274.593488,3443.766642,3537.356365,3618.837928,3775.403948
IDA blend,,2394.481217,2469.131753,2524.7848,2666.605236,3108.329148,3311.316999,3568.198551,3792.952955,3925.112426,4048.943146,4214.14392,4390.124383,4561.450698,4763.023445,5004.317267,5144.480705,5214.903006,5363.868181
Indonesia,9,4601.849337,4810.755645,5033.949128,5305.683329,5647.24128,6076.577888,6517.949093,7019.74893,7486.01947,7787.123624,8262.899269,8837.820122,9421.586953,9979.517292,10537.66002,11040.19721,11610.99312,12283.61543
IDA only,,1257.233878,1321.357346,1361.671739,1429.215534,1520.843278,1639.073714,1761.848944,1897.317947,2012.018815,2080.902223,2187.970213,2283.266525,2387.083369,2522.71124,2654.681278,2723.796089,2812.048234,2975.965689
Isle of Man,,,,,,,,,,,,,,,,,,,
India,88,1977.645023,2083.82455,2159.35976,2336.473081,2549.265889,2830.405074,3138.633816,3484.884682,3637.643029,3920.006139,4315.596024,4635.879137,4916.48579,5250.512363,5672.926973,6130.067515,6573.932155,7055.55483
Not classified,,,,,,,,,,,,,,,,,,,
Ireland,,30173.20484,32572.65926,35210.85747,36235.37686,38683.01724,40438.10514,44211.1245,46751.59529,44280.69146,41613.34419,43298.69414,45147.37624,46374.23951,48067.12071,50994.30614,68576.74433,71388.75968,76304.70803
"Iran, Islamic Rep.",,10411.54924,10577.45743,11369.85004,12457.5045,13205.62327,13904.59514,14878.0426,16335.49775,16511.03298,16611.99802,17579.87394,18192.1056,16932.17721,16954.51316,17828.63996,17571.22224,19948.8166,20949.944
Iraq,90,9651.690102,9813.44306,9020.769442,5989.836848,9239.309726,9701.238097,10740.83541,10905.91196,11736.73816,11905.19641,12460.33797,13261.60145,14895.39198,15754.39979,15631.3549,16050.56191,17516.25908,17196.78104
Iceland,87,29453.42665,31534.14569,32219.72435,32338.18248,35332.64437,36965.14032,38718.01419,40780.09581,42721.16286,41195.95966,38535.32706,39621.93566,40696.0378,42821.28504,44546.01045,47499.62538,50745.68298,53518.09109
Israel,,24935.34976,24932.59822,25213.53905,23799.09028,25228.08697,24819.9541,25676.07014,27496.21162,27399.44764,27498.56537,28828.32153,30558.39128,31708.08711,34128.95648,34086.54876,35888.87589,37258.22359,38412.67881
Italy,92,27022.86161,27955.87767,28641.55815,29079.30722,29457.89097,30051.77327,32336.16134,33990.61775,35402.91685,34507.753,35042.19537,36347.34248,36237.11043,36131.13211,36070.8056,36640.11558,38380.17241,39817.15196
Jamaica,94,6286.541527,6467.240845,6651.866091,6989.001944,7232.866069,7488.696798,7897.640954,8178.920834,8228.219334,7891.692734,7834.270978,8099.155573,8163.702832,8305.304125,8481.507265,8620.356524,8821.31143,8995.350211
Jordan,96,5734.639122,6066.931091,6400.539213,6662.112162,7245.386276,7835.0884,8405.60117,8944.488927,9332.542462,9436.677022,9281.147212,9214.206624,9129.389779,9062.040519,9082.960152,9041.817565,9047.768923,9153.35242
Japan,95,26838.86865,27495.6852,28160.10761,28921.59692,30361.81497,31663.4531,33098.90999,34502.23491,34798.7659,33192.67977,35000.32121,35774.69671,37191.38595,38974.07949,39179.15561,40717.32438,42281.18819,43875.74905
Kazakhstan,97,7887.892984,9172.369178,10225.4459,11360.99333,12705.43385,14259.0187,16098.51091,17793.14788,18513.92541,18387.06365,19690.03391,21276.93402,22391.31823,23773.43556,24847.85876,25049.93554,25286.43372,26409.54118
Kenya,98,1690.012246,1745.521621,1734.123469,1771.664434,1861.799487,1980.260396,2114.335781,2256.349035,2243.369073,2271.968719,2425.92444,2556.962872,2650.538877,2776.598485,2900.3707,3019.951952,3156.118932,3285.910409
Kyrgyz Republic,,1644.311975,1754.554341,1764.905161,1906.556261,2071.417492,2110.377936,2218.727934,2448.899199,2681.122187,2746.102655,2733.729337,2920.60321,2922.702873,3229.349349,3351.670999,3447.60825,3569.51839,3725.541023
Cambodia,40,1097.755589,1182.051877,1255.644205,1366.004185,1523.775476,1753.441983,1971.627326,2197.829978,2355.790305,2340.381721,2471.891474,2658.709247,2858.71357,3067.55303,3291.284762,3504.418254,3736.964612,4001.756778
Kiribati,,1590.908787,1576.121796,1632.689646,1669.000139,1656.264798,1759.55826,1748.301393,1795.291131,1757.832584,1738.725516,1696.511974,1706.480953,1794.518408,1894.779074,1912.129844,2094.910004,2108.537741,2174.994973
St. Kitts and Nevis,,15989.91059,17016.84631,17476.83627,16939.39396,17782.94641,19702.28979,20423.90714,20689.53149,22178.10625,21435.71875,20979.06198,21689.30389,21711.94624,23180.10555,24737.95843,25737.62444,26382.78765,27066.93338
"Korea, Rep.",,18083.0841,19184.3861,20775.10514,21374.49678,22947.22316,24196.42385,25827.7946,27822.86014,28655.98352,28320.31912,30376.87182,31228.5107,32097.164,32615.77259,33587.5834,35203.73414,36629.8646,38260.17503
Kuwait,100,55420.72265,55510.35575,57119.74585,67552.42741,75528.22353,83224.57488,88328.01607,91268.60723,90011.78217,79296.86474,73682.86838,77459.53831,79047.76387,76667.70633,74617.69197,72918.00376,74263.99863,71943.00888
Latin America & Caribbean (excluding high income),,8232.517141,8395.430992,8514.29667,8615.691277,9234.069543,9853.00404,10599.96121,11329.05221,11934.37542,11797.89836,12461.30737,13233.72355,13734.15889,14176.19665,14517.34492,14349.24172,14395.54748,14734.0544
Lao PDR,,1969.701704,2096.907986,2221.186411,2367.445811,2548.398911,2773.571076,3054.581779,3317.147454,3585.167178,3820.361454,4133.441868,4495.15215,4882.41856,5293.963358,5727.011486,6128.358238,6549.668,7023.371679
Lebanon,104,9933.079261,10161.73147,10176.45461,10196.8175,10632.03816,10924.51068,11236.70803,12524.41373,14023.26449,15282.37826,16118.96329,15693.68728,15334.65,14902.76348,14570.53209,14218.82972,14308.75113,14675.64435
Liberia,106,664.7766667,674.8301245,694.3210161,486.2156545,502.9640936,532.3540947,572.7162985,618.8861988,648.426741,661.1688639,685.5006861,734.3262738,786.1243216,847.1320298,847.7245928,836.181489,812.6739438,826.4516826
